model_dir,model,context,context_sources,dataset,manipulation,macro_f1,accuracy
mistral_medium,mistral-medium-latest,c1,definition,USELEC,shuffle,0.4993581514762516,0.5666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ABSTRCT,original,0.5417156286721504,0.5666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ABSTRCT,content_only,0.513888888888889,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ABSTRCT,shuffle,0.4994438264738599,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ACQUA,original,0.76,0.7666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ACQUA,content_only,0.6329254727474972,0.6333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ACQUA,shuffle,0.5417156286721504,0.5666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,AEC,original,0.5927601809954751,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,AEC,content_only,0.5238095238095238,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,AEC,shuffle,0.3333333333333333,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,AFS,original,0.696969696969697,0.7
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,AFS,content_only,0.55,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,AFS,shuffle,0.4034090909090909,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ARGUMINSCI,original,0.7321428571428572,0.7333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ARGUMINSCI,content_only,0.5927601809954751,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,ARGUMINSCI,shuffle,0.3333333333333333,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,FINARG,original,0.7222222222222222,0.7333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,FINARG,content_only,0.4034090909090909,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,FINARG,shuffle,0.3333333333333333,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,IAM,original,0.8331479421579533,0.8333333333333334
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,IAM,content_only,0.8660714285714286,0.8666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,IAM,shuffle,0.4034090909090909,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,PE,original,0.6527777777777778,0.6666666666666666
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,PE,content_only,0.6329254727474972,0.6333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,PE,shuffle,0.42233632862644416,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,SCIARK,original,0.8,0.8
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,SCIARK,content_only,0.6666666666666666,0.6666666666666666
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,SCIARK,shuffle,0.475,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,USELEC,original,0.6914285714285715,0.7
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,USELEC,content_only,0.5333333333333333,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c1,definition,USELEC,shuffle,0.6122209165687427,0.6333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",ABSTRCT,original,0.8660714285714286,0.8666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",ABSTRCT,content_only,0.7643097643097643,0.7666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",ABSTRCT,shuffle,0.7222222222222222,0.7333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",ARGUMINSCI,original,0.7532314923619272,0.7666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",ARGUMINSCI,content_only,0.5238095238095238,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",ARGUMINSCI,shuffle,0.3333333333333333,0.5
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",PE,original,0.5833333333333333,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",PE,content_only,0.5661846496106786,0.5666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",PE,shuffle,0.49760765550239233,0.5333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",USELEC,original,0.696969696969697,0.7
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",USELEC,content_only,0.6329254727474972,0.6333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,"definition, guideline",USELEC,shuffle,0.6527777777777778,0.6666666666666666
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,original,0.8316498316498316,0.8333333333333334
